timestamp,filename,snr,dynamic_range,noise_before,noise_after,thd,prediction
2025-12-03T02:07:04.160170,recording.wav,5.177193429517501e-07,180.0,0.06842811405658722,0.05797108888341011,0.44959503412246704,N
2025-12-03T02:08:02.914978,recording.wav,2.7439038603915833e-05,155.0015106201172,0.0037715027574449778,0.0036487921053273815,0.19540351629257202,N
2025-12-03T05:44:16.224314,recording.wav,4.297049599699676e-05,163.21023559570312,0.004919146187603474,0.004179223907189563,0.5970700979232788,AS
2025-12-03T05:45:02.472815,New_AS_156 (mp3cut.net).wav,0.00019672891357913613,168.48037719726562,0.2581968903541565,0.2351758040643345,0.2661985754966736,AS
2025-12-03T05:45:19.478000,New_MR_100 (mp3cut.net).wav,0.0003183857479598373,180.04931640625,0.19904951751232147,0.19112825707799638,0.4405086636543274,MR
2025-12-03T05:55:30.077975,New_AS_156 (mp3cut.net).wav,0.00019672891357913613,168.48037719726562,0.2581968903541565,0.2351758040643345,0.2661985754966736,AS
2025-12-03T05:55:45.300629,New_MR_100 (mp3cut.net).wav,0.0003183857479598373,180.04931640625,0.19904951751232147,0.19112825707799638,0.4405086636543274,MR
2025-12-03T05:57:24.706053,recording.wav,3.7793350202264264e-05,157.9301300048828,0.0047287167981266975,0.0044984694391274225,0.5294514298439026,N
2025-12-03T06:03:39.868807,New_AS_156 (mp3cut.net).wav,0.00019672891357913613,168.48037719726562,0.2581968903541565,0.2351758040643345,0.2661985754966736,AS
2025-12-03T06:04:04.152884,New_MR_100 (mp3cut.net).wav,0.0003183857479598373,180.04931640625,0.19904951751232147,0.19112825707799638,0.4405086636543274,MR
2025-12-03T06:06:00.929189,recording.wav,2.9509903470170684e-05,165.48684692382812,0.006389764603227377,0.00581726756428009,0.5691778063774109,N
